Sol	Hybrid Local Solar Time	SCLK	UTC	Solar longitude (deg)	Solar azimuth (deg)	Solar elevation (deg)	Sun distance (AU)
1528	1528:11:15:58	262011333	2008-04-21 00.40.44	61,46	36,70	53,30	1,6635
1529	1529:11:15:43	262100094	2008-04-22 01.20.03	61,91	36,80	53,20	1,6637
1530	1530:11:15:27	262188855	2008-04-23 01.59.23	62,36	36,89	53,11	1,6640
1531	1531:11:15:12	262277615	2008-04-24 02.38.42	62,81	36,99	53,01	1,6642
1532	1532:11:14:56	262366376	2008-04-25 03.18.01	63,26	37,08	52,92	1,6643
1533	1533:11:14:41	262455138	2008-04-26 03.57.21	63,71	37,17	52,83	1,6645
1534	1534:11:14:26	262543899	2008-04-27 04.36.41	64,16	37,26	52,74	1,6647
1535	1535:11:14:11	262632660	2008-04-28 05.16.01	64,61	37,35	52,65	1,6648
1536	1536:11:13:56	262721422	2008-04-29 05.55.21	65,06	37,44	52,56	1,6650
1537	1537:11:13:42	262810184	2008-04-30 06.34.41	65,50	37,53	52,47	1,6651
1538	1538:11:13:28	262898946	2008-05-01 07.14.02	65,95	37,61	52,39	1,6653
1539	1539:11:13:13	262987707	2008-05-02 07.53.22	66,40	37,70	52,30	1,6654
1540	1540:11:12:59	263076469	2008-05-03 08.32.43	66,85	37,78	52,22	1,6655
1541	1541:11:12:45	263165232	2008-05-04 09.12.04	67,30	37,86	52,14	1,6656
1542	1542:11:12:31	263253994	2008-05-05 09.51.24	67,75	37,94	52,06	1,6657
1543	1543:11:12:17	263342756	2008-05-06 10.30.46	68,20	38,02	51,98	1,6657
1544	1544:11:12:03	263431519	2008-05-07 11.10.06	68,64	38,09	51,91	1,6658
1545	1545:11:11:49	263520282	2008-05-08 11.49.28	69,09	38,17	51,83	1,6658
1546	1546:11:11:36	263609044	2008-05-09 12.28.49	69,54	38,24	51,76	1,6659
1547	1547:11:11:22	263697807	2008-05-10 13.08.10	69,99	38,31	51,69	1,6659
1548	1548:11:11:10	263786571	2008-05-11 13.47.33	70,44	38,39	51,61	1,6659
1549	1549:11:10:57	263875334	2008-05-12 14.26.54	70,89	38,45	51,55	1,6659
1550	1550:11:10:43	263964097	2008-05-13 15.06.16	71,33	38,52	51,48	1,6659
1551	1551:11:10:31	264052861	2008-05-14 15.45.38	71,78	38,59	51,41	1,6659
1552	1552:11:10:18	264141624	2008-05-15 16.25.01	72,23	38,65	51,35	1,6659
1553	1553:11:10:06	264230387	2008-05-16 17.04.23	72,68	38,71	51,29	1,6659
1554	1554:11:09:53	264319152	2008-05-17 17.43.46	73,13	38,78	51,22	1,6658
1555	1555:11:09:41	264407916	2008-05-18 18.23.08	73,58	38,84	51,16	1,6658
1556	1556:11:09:28	264496679	2008-05-19 19.02.30	74,03	38,89	51,11	1,6657
1557	1557:11:09:16	264585443	2008-05-20 19.41.53	74,47	38,95	51,05	1,6656
1558	1558:11:09:04	264674208	2008-05-21 20.21.15	74,92	39,01	50,99	1,6656
1559	1559:11:08:52	264762972	2008-05-22 21.00.39	75,37	39,06	50,94	1,6655
1560	1560:11:08:41	264851736	2008-05-23 21.40.02	75,82	39,11	50,89	1,6654
1561	1561:11:08:28	264940502	2008-05-24 22.19.25	76,27	39,16	50,84	1,6652
1562	1562:11:08:17	265029266	2008-05-25 22.58.48	76,72	39,21	50,79	1,6651
1563	1563:11:08:05	265118030	2008-05-26 23.38.12	77,17	39,26	50,74	1,6650
1564	1564:11:07:54	265206796	2008-05-28 00.17.35	77,61	39,31	50,69	1,6648
1565	1565:11:07:42	265295561	2008-05-29 00.56.59	78,07	39,35	50,65	1,6647
1566	1566:11:07:32	265384327	2008-05-30 01.36.23	78,51	39,39	50,61	1,6645
1567	1567:11:07:20	265473092	2008-05-31 02.15.47	78,96	39,43	50,57	1,6643
1568	1568:11:07:10	265561857	2008-06-01 02.55.11	79,41	39,47	50,53	1,6641
1569	1569:11:06:59	265650623	2008-06-02 03.34.35	79,86	39,51	50,49	1,6639
1570	1570:11:06:48	265739388	2008-06-03 04.13.59	80,31	39,55	50,45	1,6637
1571	1571:11:06:38	265828153	2008-06-04 04.53.24	80,76	39,58	50,42	1,6635
1572	1572:11:06:27	265916920	2008-06-05 05.32.48	81,21	39,61	50,39	1,6633
1573	1573:11:06:17	266005685	2008-06-06 06.12.13	81,66	39,65	50,35	1,6630
1574	1574:11:06:06	266094451	2008-06-07 06.51.37	82,11	39,68	50,32	1,6628
1575	1575:11:05:56	266183218	2008-06-08 07.31.02	82,56	39,70	50,30	1,6625
1576	1576:11:05:45	266271983	2008-06-09 08.10.26	83,01	39,73	50,27	1,6623
1577	1577:11:05:35	266360750	2008-06-10 08.49.51	83,46	39,76	50,24	1,6620
1578	1578:11:05:25	266449516	2008-06-11 09.29.16	83,91	39,78	50,22	1,6617
1579	1579:11:05:15	266538282	2008-06-12 10.08.41	84,36	39,80	50,20	1,6614
1580	1580:11:05:06	266627050	2008-06-13 10.48.06	84,81	39,82	50,18	1,6611
1581	1581:11:04:56	266715816	2008-06-14 11.27.32	85,26	39,84	50,16	1,6607
1582	1582:11:04:46	266804583	2008-06-15 12.06.56	85,72	39,86	50,14	1,6604
1583	1583:11:04:36	266893350	2008-06-16 12.46.22	86,17	39,87	50,13	1,6601
1584	1584:11:04:27	266982116	2008-06-17 13.25.47	86,62	39,88	50,12	1,6597
1585	1585:11:04:17	267070884	2008-06-18 14.05.13	87,07	39,90	50,10	1,6593
1586	1586:11:04:08	267159650	2008-06-19 14.44.38	87,52	39,91	50,09	1,6590
1587	1587:11:03:58	267248418	2008-06-20 15.24.04	87,97	39,91	50,09	1,6586
1588	1588:11:03:50	267337185	2008-06-21 16.03.30	88,43	39,92	50,08	1,6582
1589	1589:11:03:41	267425951	2008-06-22 16.42.56	88,88	39,93	50,07	1,6578
1590	1590:11:03:31	267514719	2008-06-23 17.22.22	89,33	39,93	50,07	1,6574
1591	1591:11:03:23	267603486	2008-06-24 18.01.48	89,79	39,93	50,07	1,6569
1592	1592:11:03:13	267692254	2008-06-25 18.41.14	90,24	39,93	50,07	1,6565
1593	1593:11:03:05	267781022	2008-06-26 19.20.40	90,69	39,93	50,07	1,6561
1594	1594:11:02:55	267869789	2008-06-27 20.00.06	91,15	39,93	50,07	1,6556
1595	1595:11:02:47	267958557	2008-06-28 20.39.32	91,60	39,92	50,08	1,6551
1596	1596:11:02:38	268047324	2008-06-29 21.18.59	92,06	39,91	50,09	1,6547
1597	1597:11:02:30	268136092	2008-06-30 21.58.25	92,51	39,91	50,09	1,6542
1598	1598:11:02:20	268224860	2008-07-01 22.37.51	92,97	39,89	50,11	1,6537
1599	1599:11:02:12	268313627	2008-07-02 23.17.18	93,42	39,88	50,12	1,6532
1600	1600:11:02:04	268402396	2008-07-03 23.56.44	93,88	39,87	50,13	1,6527
1601	1601:11:01:55	268491163	2008-07-05 00.36.11	94,33	39,85	50,15	1,6521
1602	1602:11:01:47	268579932	2008-07-06 01.15.37	94,79	39,84	50,16	1,6516
1603	1603:11:01:38	268668700	2008-07-07 01.55.04	95,25	39,82	50,18	1,6511
1604	1604:11:01:30	268757468	2008-07-08 02.34.30	95,70	39,80	50,20	1,6505
1605	1605:11:01:22	268846236	2008-07-09 03.13.58	96,16	39,78	50,22	1,6499
1606	1606:11:01:14	268935005	2008-07-10 03.53.24	96,62	39,75	50,25	1,6494
1607	1607:11:01:05	269023772	2008-07-11 04.32.51	97,07	39,73	50,27	1,6488
1608	1608:11:00:57	269112540	2008-07-12 05.12.18	97,53	39,70	50,30	1,6482
1609	1609:11:00:49	269201309	2008-07-13 05.51.45	97,99	39,67	50,33	1,6476
1610	1610:11:00:41	269290077	2008-07-14 06.31.12	98,45	39,64	50,36	1,6470
1611	1611:11:00:33	269378846	2008-07-15 07.10.38	98,91	39,61	50,39	1,6464
1612	1612:11:00:25	269467614	2008-07-16 07.50.06	99,37	39,57	50,43	1,6457
1613	1613:11:00:17	269556383	2008-07-17 08.29.32	99,83	39,54	50,46	1,6451
1614	1614:11:00:09	269645151	2008-07-18 09.09.00	100,29	39,50	50,50	1,6444
1615	1615:11:00:01	269733919	2008-07-19 09.48.27	100,75	39,46	50,54	1,6438
1616	1616:10:59:52	269822688	2008-07-20 10.27.53	101,21	39,42	50,58	1,6431
1617	1617:10:59:45	269911456	2008-07-21 11.07.21	101,67	39,38	50,62	1,6424
1618	1618:10:59:36	270000225	2008-07-22 11.46.47	102,13	39,33	50,67	1,6417
1619	1619:10:59:29	270088993	2008-07-23 12.26.15	102,59	39,28	50,72	1,6410
1620	1620:10:59:21	270177762	2008-07-24 13.05.41	103,05	39,24	50,76	1,6403
1621	1621:10:59:13	270266530	2008-07-25 13.45.09	103,52	39,19	50,81	1,6396
1622	1622:10:59:06	270355298	2008-07-26 14.24.37	103,98	39,14	50,86	1,6389
1623	1623:10:58:57	270444067	2008-07-27 15.04.03	104,44	39,08	50,92	1,6382
1624	1624:10:58:50	270532835	2008-07-28 15.43.31	104,91	39,03	50,97	1,6374
1625	1625:10:58:41	270621604	2008-07-29 16.22.57	105,37	38,97	51,03	1,6367
1626	1626:10:58:34	270710373	2008-07-30 17.02.25	105,84	38,91	51,09	1,6359
1627	1627:10:58:25	270799142	2008-07-31 17.41.51	106,30	38,85	51,15	1,6351
1628	1628:10:58:18	270887910	2008-08-01 18.21.19	106,77	38,79	51,21	1,6344
1629	1629:10:58:10	270976679	2008-08-02 19.00.47	107,23	38,73	51,27	1,6336
1630	1630:10:58:02	271065447	2008-08-03 19.40.13	107,70	38,66	51,34	1,6328
1631	1631:10:57:55	271154215	2008-08-04 20.19.41	108,17	38,59	51,41	1,6320
1632	1632:10:57:46	271242984	2008-08-05 20.59.07	108,63	38,53	51,47	1,6311
1633	1633:10:57:39	271331752	2008-08-06 21.38.35	109,10	38,46	51,54	1,6303
1634	1634:10:57:30	271420521	2008-08-07 22.18.02	109,57	38,38	51,62	1,6295
1635	1635:10:57:23	271509289	2008-08-08 22.57.29	110,04	38,31	51,69	1,6287
1636	1636:10:57:14	271598059	2008-08-09 23.36.56	110,51	38,23	51,77	1,6278
1637	1637:10:57:07	271686827	2008-08-11 00.16.23	110,98	38,16	51,84	1,6269
1638	1638:10:56:58	271775596	2008-08-12 00.55.50	111,45	38,08	51,92	1,6261
1639	1639:10:56:51	271864364	2008-08-13 01.35.17	111,92	38,00	52,00	1,6252
1640	1640:10:56:43	271953132	2008-08-14 02.14.44	112,39	37,92	52,08	1,6243
1641	1641:10:56:35	272041901	2008-08-15 02.54.12	112,86	37,83	52,17	1,6234
1642	1642:10:56:27	272130669	2008-08-16 03.33.38	113,34	37,75	52,25	1,6225
1643	1643:10:56:18	272219438	2008-08-17 04.13.05	113,81	37,66	52,34	1,6216
1644	1644:10:56:11	272308205	2008-08-18 04.52.32	114,28	37,57	52,43	1,6207
1645	1645:10:56:02	272396974	2008-08-19 05.31.59	114,76	37,48	52,52	1,6198
1646	1646:10:55:55	272485742	2008-08-20 06.11.26	115,23	37,39	52,61	1,6189
1647	1647:10:55:46	272574510	2008-08-21 06.50.53	115,71	37,29	52,71	1,6179
1648	1648:10:55:38	272663279	2008-08-22 07.30.20	116,18	37,20	52,80	1,6170
1649	1649:10:55:29	272752047	2008-08-23 08.09.46	116,66	37,10	52,90	1,6160
1650	1650:10:55:22	272840815	2008-08-24 08.49.14	117,14	37,00	53,00	1,6151
1651	1651:10:55:14	272929583	2008-08-25 09.28.40	117,61	36,90	53,10	1,6141
1652	1652:10:55:05	273018352	2008-08-26 10.08.07	118,09	36,79	53,21	1,6131
1653	1653:10:54:57	273107120	2008-08-27 10.47.33	118,57	36,69	53,31	1,6121
1654	1654:10:54:48	273195888	2008-08-28 11.27.00	119,05	36,58	53,42	1,6111
1655	1655:10:54:40	273284656	2008-08-29 12.06.26	119,53	36,48	53,52	1,6101
1656	1656:10:54:31	273373423	2008-08-30 12.45.53	120,01	36,37	53,63	1,6091
1657	1657:10:54:23	273462192	2008-08-31 13.25.20	120,49	36,26	53,74	1,6081
1658	1658:10:54:14	273550960	2008-09-01 14.04.46	120,97	36,14	53,86	1,6071
1659	1659:10:54:06	273639728	2008-09-02 14.44.13	121,45	36,03	53,97	1,6060
1660	1660:10:53:57	273728495	2008-09-03 15.23.39	121,93	35,91	54,09	1,6050
1661	1661:10:53:49	273817264	2008-09-04 16.03.06	122,42	35,80	54,20	1,6040
1662	1662:10:53:41	273906031	2008-09-05 16.42.32	122,90	35,68	54,32	1,6029
1663	1663:10:53:32	273994799	2008-09-06 17.21.59	123,39	35,56	54,44	1,6018
1664	1664:10:53:23	274083567	2008-09-07 18.01.25	123,87	35,43	54,57	1,6008
1665	1665:10:53:14	274172334	2008-09-08 18.40.51	124,36	35,31	54,69	1,5997
1666	1666:10:53:06	274261102	2008-09-09 19.20.18	124,85	35,19	54,81	1,5986
1667	1667:10:52:57	274349870	2008-09-10 19.59.44	125,33	35,06	54,94	1,5975
1668	1668:10:52:48	274438637	2008-09-11 20.39.10	125,82	34,93	55,07	1,5964
1669	1669:10:52:39	274527405	2008-09-12 21.18.36	126,31	34,80	55,20	1,5953
1670	1670:10:52:30	274616172	2008-09-13 21.58.02	126,80	34,67	55,33	1,5942
1671	1671:10:52:22	274704940	2008-09-14 22.37.28	127,29	34,53	55,47	1,5931
1672	1672:10:52:12	274793707	2008-09-15 23.16.54	127,78	34,40	55,60	1,5920
1673	1673:10:52:04	274882474	2008-09-16 23.56.20	128,27	34,26	55,74	1,5909
1674	1674:10:51:54	274971242	2008-09-18 00.35.46	128,76	34,12	55,88	1,5897
1675	1675:10:51:46	275060009	2008-09-19 01.15.13	129,26	33,98	56,02	1,5886
1676	1676:10:51:36	275148777	2008-09-20 01.54.38	129,75	33,84	56,16	1,5875
1677	1677:10:51:27	275237544	2008-09-21 02.34.04	130,24	33,70	56,30	1,5863
1678	1678:10:51:18	275326312	2008-09-22 03.13.30	130,74	33,55	56,45	1,5852
1679	1679:10:51:09	275415079	2008-09-23 03.52.56	131,23	33,41	56,59	1,5840
1680	1680:10:50:59	275503845	2008-09-24 04.32.21	131,73	33,26	56,74	1,5828
1681	1681:10:50:50	275592613	2008-09-25 05.11.47	132,23	33,11	56,89	1,5817
1682	1682:10:50:41	275681380	2008-09-26 05.51.12	132,73	32,96	57,04	1,5805
1683	1683:10:50:32	275770148	2008-09-27 06.30.39	133,22	32,81	57,19	1,5793
1684	1684:10:50:23	275858914	2008-09-28 07.10.04	133,72	32,65	57,35	1,5781
1685	1685:10:50:13	275947681	2008-09-29 07.49.30	134,22	32,50	57,50	1,5769
1686	1686:10:50:04	276036448	2008-09-30 08.28.55	134,72	32,34	57,66	1,5757
1687	1687:10:49:54	276125215	2008-10-01 09.08.21	135,23	32,18	57,82	1,5745
1688	1688:10:49:45	276213983	2008-10-02 09.47.47	135,73	32,02	57,98	1,5733
1689	1689:10:49:35	276302749	2008-10-03 10.27.12	136,23	31,86	58,14	1,5721
1690	1690:10:49:26	276391516	2008-10-04 11.06.38	136,73	31,70	58,30	1,5708
1691	1691:10:49:17	276480283	2008-10-05 11.46.03	137,24	31,54	58,46	1,5696
1692	1692:10:49:07	276569050	2008-10-06 12.25.29	137,74	31,37	58,63	1,5684
1693	1693:10:48:58	276657817	2008-10-07 13.04.54	138,25	31,20	58,80	1,5671
1694	1694:10:48:48	276746583	2008-10-08 13.44.20	138,76	31,04	58,96	1,5659
1695	1695:10:48:38	276835350	2008-10-09 14.23.44	139,27	30,87	59,13	1,5647
1696	1696:10:48:28	276924117	2008-10-10 15.03.10	139,77	30,69	59,31	1,5634
1697	1697:10:48:19	277012884	2008-10-11 15.42.35	140,28	30,52	59,48	1,5622
1698	1698:10:48:09	277101651	2008-10-12 16.22.01	140,79	30,35	59,65	1,5609
1699	1699:10:48:00	277190417	2008-10-13 17.01.26	141,31	30,17	59,83	1,5596
1700	1700:10:47:50	277279184	2008-10-14 17.40.52	141,82	29,99	60,01	1,5584
1701	1701:10:47:40	277367951	2008-10-15 18.20.16	142,33	29,82	60,18	1,5571
1702	1702:10:47:31	277456717	2008-10-16 18.59.42	142,84	29,64	60,36	1,5558
1703	1703:10:47:21	277545485	2008-10-17 19.39.07	143,36	29,45	60,55	1,5545
1704	1704:10:47:12	277634251	2008-10-18 20.18.33	143,87	29,27	60,73	1,5533
1705	1705:10:47:01	277723017	2008-10-19 20.57.58	144,39	29,09	60,91	1,5520
1706	1706:10:46:52	277811785	2008-10-20 21.37.23	144,91	28,90	61,10	1,5507
1707	1707:10:46:42	277900551	2008-10-21 22.16.49	145,43	28,72	61,28	1,5494
1708	1708:10:46:33	277989317	2008-10-22 22.56.14	145,94	28,53	61,47	1,5481
1709	1709:10:46:23	278078085	2008-10-23 23.35.40	146,46	28,34	61,66	1,5468
1710	1710:10:46:13	278166851	2008-10-25 00.15.04	146,98	28,15	61,85	1,5455
1711	1711:10:46:03	278255619	2008-10-26 00.54.30	147,51	27,96	62,04	1,5442
1712	1712:10:45:54	278344335	2008-10-27 01.33.55	148,03	27,76	62,24	1,5429
1713	1713:10:45:45	278433101	2008-10-28 02.13.21	148,55	27,57	62,43	1,5416
1714	1714:10:45:35	278521868	2008-10-29 02.52.46	149,07	27,37	62,63	1,5403
1715	1715:10:45:26	278610634	2008-10-30 03.32.12	149,60	27,18	62,82	1,5390
1716	1716:10:45:16	278699402	2008-10-31 04.11.37	150,13	26,98	63,02	1,5376
1717	1717:10:45:07	278788168	2008-11-01 04.51.03	150,65	26,78	63,22	1,5363
1718	1718:10:44:56	278876935	2008-11-02 05.30.27	151,18	26,58	63,42	1,5350
1719	1719:10:44:47	278965701	2008-11-03 06.09.53	151,71	26,38	63,62	1,5337
1720	1720:10:44:38	279054468	2008-11-04 06.49.19	152,24	26,17	63,83	1,5323
1721	1721:10:44:29	279143234	2008-11-05 07.28.45	152,77	25,97	64,03	1,5310
1722	1722:10:44:20	279232002	2008-11-06 08.08.11	153,30	25,76	64,24	1,5297
1723	1723:10:44:10	279320769	2008-11-07 08.47.36	153,83	25,56	64,44	1,5283
1724	1724:10:44:01	279409535	2008-11-08 09.27.02	154,37	25,35	64,65	1,5270
1725	1725:10:43:51	279498302	2008-11-09 10.06.27	154,90	25,14	64,86	1,5257
1726	1726:10:43:43	279587069	2008-11-10 10.45.54	155,43	24,93	65,07	1,5243
1727	1727:10:43:33	279675836	2008-11-11 11.25.19	155,97	24,72	65,28	1,5230
1728	1728:10:43:24	279764604	2008-11-12 12.04.45	156,51	24,51	65,49	1,5217
1729	1729:10:43:15	279853371	2008-11-13 12.44.11	157,05	24,29	65,71	1,5203
1730	1730:10:43:06	279942138	2008-11-14 13.23.37	157,59	24,08	65,92	1,5190
1731	1731:10:42:57	280030905	2008-11-15 14.03.03	158,13	23,86	66,14	1,5176
1732	1732:10:42:48	280119672	2008-11-16 14.42.29	158,67	23,65	66,35	1,5163
1733	1733:10:42:40	280208440	2008-11-17 15.21.56	159,21	23,43	66,57	1,5150
1734	1734:10:42:31	280297208	2008-11-18 16.01.22	159,75	23,21	66,79	1,5136
1735	1735:10:42:23	280385975	2008-11-19 16.40.49	160,29	22,99	67,01	1,5123
1736	1736:10:42:14	280474743	2008-11-20 17.20.15	160,84	22,77	67,23	1,5109
1737	1737:10:42:06	280563510	2008-11-21 17.59.42	161,38	22,55	67,45	1,5096
1738	1738:10:41:57	280652279	2008-11-22 18.39.08	161,93	22,32	67,68	1,5082
1739	1739:10:41:49	280741047	2008-11-23 19.18.35	162,48	22,10	67,90	1,5069
1740	1740:10:41:40	280829814	2008-11-24 19.58.01	163,03	21,88	68,12	1,5056
1741	1741:10:41:33	280918582	2008-11-25 20.37.29	163,58	21,65	68,35	1,5042
1742	1742:10:41:24	281007351	2008-11-26 21.16.56	164,13	21,42	68,58	1,5029
1743	1743:10:41:17	281096120	2008-11-27 21.56.23	164,68	21,20	68,80	1,5015
1744	1744:10:41:09	281184888	2008-11-28 22.35.50	165,23	20,97	69,03	1,5002
1745	1745:10:41:01	281273656	2008-11-29 23.15.17	165,78	20,74	69,26	1,4988
1746	1746:10:40:54	281362425	2008-11-30 23.54.45	166,34	20,51	69,49	1,4975
1747	1747:10:40:46	281451194	2008-12-02 00.34.13	166,89	20,28	69,72	1,4962
1748	1748:10:40:39	281539963	2008-12-03 01.13.40	167,45	20,04	69,96	1,4948
1749	1749:10:40:32	281628732	2008-12-04 01.53.09	168,01	19,81	70,19	1,4935
1750	1750:10:40:25	281717501	2008-12-05 02.32.36	168,57	19,58	70,42	1,4922
1751	1751:10:40:18	281806271	2008-12-06 03.12.05	169,13	19,34	70,66	1,4908
1752	1752:10:40:11	281895040	2008-12-07 03.51.33	169,69	19,11	70,89	1,4895
1753	1753:10:40:05	281983809	2008-12-08 04.31.01	170,25	18,87	71,13	1,4882
1754	1754:10:39:58	282072579	2008-12-09 05.10.30	170,81	18,64	71,36	1,4868
1755	1755:10:39:52	282161350	2008-12-10 05.49.58	171,37	18,40	71,60	1,4855
1756	1756:10:39:46	282250119	2008-12-11 06.29.28	171,94	18,16	71,84	1,4842
1757	1757:10:39:40	282338889	2008-12-12 07.08.57	172,50	17,92	72,08	1,4829
1758	1758:10:39:34	282427660	2008-12-13 07.48.26	173,07	17,68	72,32	1,4816
1759	1759:10:39:28	282516431	2008-12-14 08.27.55	173,64	17,44	72,56	1,4803
1760	1760:10:39:22	282605201	2008-12-15 09.07.25	174,21	17,20	72,80	1,4789
1761	1761:10:39:17	282693972	2008-12-16 09.46.54	174,77	16,96	73,04	1,4776
1762	1762:10:39:12	282782744	2008-12-17 10.26.25	175,35	16,72	73,28	1,4763
1763	1763:10:39:07	282871515	2008-12-18 11.05.54	175,92	16,47	73,53	1,4750
1764	1764:10:39:03	282960286	2008-12-19 11.45.25	176,49	16,23	73,77	1,4737
1765	1765:10:38:58	283049059	2008-12-20 12.24.56	177,06	15,99	74,01	1,4724
1766	1766:10:38:54	283137830	2008-12-21 13.04.26	177,64	15,74	74,26	1,4711
1767	1767:10:38:49	283226602	2008-12-22 13.43.57	178,21	15,50	74,50	1,4699
1768	1768:10:38:45	283315375	2008-12-23 14.23.28	178,79	15,25	74,75	1,4686
1769	1769:10:38:41	283404147	2008-12-24 15.03.00	179,37	15,01	74,99	1,4673
1770	1770:10:38:38	283492920	2008-12-25 15.42.31	179,95	14,76	75,24	1,4660
1771	1771:10:38:34	283581693	2008-12-26 16.22.03	180,52	14,51	75,49	1,4648
1772	1772:10:38:31	283670466	2008-12-27 17.01.35	181,11	14,27	75,73	1,4635
1773	1773:10:38:29	283759239	2008-12-28 17.41.07	181,69	14,02	75,98	1,4622
1774	1774:10:38:26	283848013	2008-12-29 18.20.40	182,27	13,77	76,23	1,4610
1775	1775:10:38:24	283936787	2008-12-30 19.00.13	182,85	13,52	76,48	1,4597
1776	1776:10:38:21	284025561	2008-12-31 19.39.46	183,44	13,27	76,73	1,4585
1777	1777:10:38:19	284114336	2009-01-01 20.19.18	184,02	13,03	76,97	1,4572
1778	1778:10:38:17	284203110	2009-01-02 20.58.52	184,61	12,78	77,22	1,4560
1779	1779:10:38:16	284291886	2009-01-03 21.38.26	185,20	12,53	77,47	1,4548
1780	1780:10:38:14	284380660	2009-01-04 22.18.00	185,79	12,28	77,72	1,4536
1781	1781:10:38:14	284469436	2009-01-05 22.57.34	186,38	12,03	77,97	1,4523
1782	1782:10:38:13	284558212	2009-01-06 23.37.09	186,97	11,78	78,22	1,4511
1783	1783:10:38:13	284646988	2009-01-08 00.16.44	187,56	11,53	78,47	1,4499
1784	1784:10:38:13	284735764	2009-01-09 00.56.19	188,15	11,28	78,72	1,4487
1785	1785:10:38:13	284824541	2009-01-10 01.35.54	188,74	11,03	78,97	1,4475
1786	1786:10:38:14	284913317	2009-01-11 02.15.30	189,34	10,78	79,22	1,4463
1787	1787:10:38:14	285002095	2009-01-12 02.55.06	189,93	10,53	79,47	1,4452
1788	1788:10:38:15	285090872	2009-01-13 03.34.42	190,53	10,28	79,72	1,4440
1789	1789:10:38:16	285179650	2009-01-14 04.14.19	191,13	10,03	79,97	1,4428
1790	1790:10:38:18	285268428	2009-01-15 04.53.56	191,73	9,77	80,23	1,4417
1791	1791:10:38:20	285357207	2009-01-16 05.33.33	192,33	9,52	80,48	1,4405
1792	1792:10:38:22	285445985	2009-01-17 06.13.10	192,93	9,27	80,73	1,4394
1793	1793:10:38:25	285534765	2009-01-18 06.52.48	193,53	9,02	80,98	1,4382
1794	1794:10:38:28	285623544	2009-01-19 07.32.27	194,13	8,77	81,23	1,4371
1795	1795:10:38:31	285712324	2009-01-20 08.12.05	194,73	8,52	81,48	1,4360
1796	1796:10:38:34	285801103	2009-01-21 08.51.44	195,34	8,27	81,73	1,4349
1797	1797:10:38:39	285889884	2009-01-22 09.31.24	195,94	8,02	81,98	1,4337
1798	1798:10:38:43	285978665	2009-01-23 10.11.04	196,55	7,77	82,23	1,4326
1799	1799:10:38:48	286067446	2009-01-24 10.50.44	197,15	7,53	82,47	1,4316
1800	1800:10:38:52	286156228	2009-01-25 11.30.23	197,76	7,28	82,72	1,4305
1801	1801:10:38:58	286245009	2009-01-26 12.10.04	198,37	7,03	82,97	1,4294
1802	1802:10:39:04	286333792	2009-01-27 12.49.45	198,98	6,78	83,22	1,4283
1803	1803:10:39:09	286422574	2009-01-28 13.29.26	199,59	6,53	83,47	1,4273
1804	1804:10:39:16	286511357	2009-01-29 14.09.08	200,20	6,28	83,72	1,4262
1805	1805:10:39:22	286600141	2009-01-30 14.48.50	200,82	6,04	83,96	1,4252
1806	1806:10:39:30	286688924	2009-01-31 15.28.33	201,43	5,79	84,21	1,4242
1807	1807:10:39:37	286777709	2009-02-01 16.08.16	202,04	5,55	84,45	1,4231
1808	1808:10:39:45	286866494	2009-02-02 16.47.59	202,66	5,30	84,70	1,4221
1809	1809:10:39:53	286955278	2009-02-03 17.27.43	203,27	5,06	84,94	1,4211
1810	1810:10:40:02	287044064	2009-02-04 18.07.27	203,89	4,81	85,19	1,4201
1811	1811:10:40:11	287132850	2009-02-05 18.47.12	204,51	4,57	85,43	1,4192
1812	1812:10:40:21	287221635	2009-02-06 19.26.57	205,13	4,32	85,68	1,4182
1813	1813:10:40:31	287310422	2009-02-07 20.06.43	205,74	4,08	85,92	1,4172
1814	1814:10:40:41	287399210	2009-02-08 20.46.29	206,37	3,84	86,16	1,4163
1815	1815:10:40:52	287487997	2009-02-09 21.26.15	206,99	3,60	86,40	1,4153
1816	1816:10:41:03	287576784	2009-02-10 22.06.02	207,61	3,36	86,64	1,4144
1817	1817:10:41:15	287665573	2009-02-11 22.45.49	208,23	3,12	86,88	1,4135
1818	1818:10:41:26	287754362	2009-02-12 23.25.36	208,85	2,88	87,12	1,4126
1819	1819:10:41:39	287843151	2009-02-14 00.05.24	209,48	2,65	87,35	1,4117
1820	1820:10:41:51	287931940	2009-02-15 00.45.12	210,10	2,41	87,59	1,4108
1821	1821:10:42:05	288020731	2009-02-16 01.25.02	210,73	2,17	87,83	1,4099
1822	1822:10:42:19	288109521	2009-02-17 02.04.51	211,36	1,94	88,06	1,4091
1823	1823:10:42:33	288198312	2009-02-18 02.44.41	211,98	1,71	88,29	1,4082
1824	1824:10:42:48	288287104	2009-02-19 03.24.31	212,61	1,48	88,52	1,4074
1825	1825:10:43:02	288375896	2009-02-20 04.04.21	213,24	1,24	88,76	1,4065
1826	1826:10:43:18	288464688	2009-02-21 04.44.13	213,87	1,01	88,99	1,4057
1827	1827:10:43:34	288553480	2009-02-22 05.24.05	214,50	0,79	89,21	1,4049
1828	1828:10:43:50	288642274	2009-02-23 06.03.56	215,13	0,56	89,44	1,4041
1829	1829:10:44:07	288731068	2009-02-24 06.43.49	215,76	0,33	89,67	1,4033
